true,iso_pred,iso_score,svm_pred,svm_score
0,0,-0.1350110184405232,0,-0.025020891613109608
0,0,-0.27352840728261646,0,-0.15217534250887793
0,0,-0.21145013923161182,0,-0.07524379925310803
0,0,-0.2690422325779526,0,-0.1147261343526112
0,0,-0.24473742095976658,0,-0.12123012650563197
0,0,-0.23711850685317049,0,-0.05366092624465871
0,0,-0.2690314888214217,0,-0.14793789698970944
0,0,-0.27550462430804773,0,-0.10456199385383286
0,0,-0.2514599199129604,0,-0.14012392984289068
0,0,-0.2525731738724542,0,-0.08696515874407379
0,0,-0.20241816317357325,0,-0.07161074857952673
0,0,-0.27993380371138965,0,-0.14043574804482722
0,0,-0.25807039281956895,0,-0.1378103964060104
0,0,-0.2325678611980841,0,-0.10975439849555985
0,0,-0.2748995256303148,0,-0.15394674281630155
0,0,-0.2265211774707508,0,-0.13910169334541472
0,0,-0.2540936573864965,0,-0.10417374914247768
0,0,-0.26755537027453025,0,-0.11990256413345118
0,0,-0.2554893859601547,0,-0.08374819033186504
0,0,-0.2675217945489772,0,-0.09482662765843264
0,0,-0.24557770890842778,0,-0.11710419554495077
0,0,-0.22081875886801033,0,-0.11017981235153645
0,0,-0.2352931492938663,0,-0.057052555332509386
0,0,-0.20113877246645206,0,-0.006947782789361867
0,0,-0.2360357101257069,0,-0.05725159836222518
0,0,-0.22616235324875045,0,-0.03959089142394409
0,0,-0.2590762952647898,0,-0.07117654992911737
0,0,-0.23333255056152075,0,-0.08585501994081657
0,0,-0.25594502066972574,0,-0.09979039116735039
0,0,-0.2555067194486768,0,-0.07839199119085688
0,0,-0.21525873675634055,0,-0.04627394472820137
0,0,-0.1977840843030107,0,-0.07068744668411472
0,0,-0.25568251365017775,0,-0.027784414433583093
0,0,-0.20874254785213647,0,-0.07536662450438056
0,0,-0.2818444620879236,0,-0.09871935866670034
0,0,-0.26563615824615333,0,-0.18451415833096324
0,0,-0.18795747276247926,0,-0.012778398386222412
0,0,-0.13552950701133426,0,-0.012205365529942586
0,0,-0.2529355000043132,0,-0.1759908851360098
0,0,-0.24293709023526894,0,-0.11222616550501263
0,0,-0.25664217862643685,0,-0.11818737853172456
0,0,-0.26370443235308677,0,-0.16404539181880007
0,0,-0.18067473365314674,0,-0.045005082340485086
0,0,-0.24752655361661208,0,-0.09975779488550363
0,0,-0.20650013226848563,0,-0.023962232739576345
0,0,-0.24555343008752295,0,-0.1093013662570761
0,0,-0.24392973828829195,0,-0.07490423201504628
0,0,-0.2747714814064431,0,-0.12067162757572769
0,0,-0.23090477693709816,0,-0.0800070610446671
0,0,-0.2627441808118354,0,-0.11845978502972959
0,0,-0.2492688149434043,0,-0.06625620806213633
0,0,-0.2293392301024646,0,-0.061865850777124615
0,0,-0.21303509889903394,0,-0.09296743263394819
0,0,-0.28855559208112125,0,-0.1046060625741626
0,0,-0.24033459087037168,0,-0.03806377464475444
0,0,-0.28558062222938757,0,-0.15583987963421642
0,0,-0.28627341539290196,0,-0.12444174911060624
0,0,-0.22331726065648821,0,-0.06215072561321705
0,0,-0.26209645074232835,0,-0.14541261276751188
0,0,-0.23271832360044986,0,-0.07725614125252706
0,0,-0.20233762567217295,0,-0.055101265253456766
0,0,-0.2689664903519746,0,-0.0897786293630296
0,0,-0.26525201866035003,0,-0.1154958085804923
0,0,-0.25801737692464777,0,-0.10903912258823723
0,0,-0.2801260190873632,0,-0.09388967112186491
0,0,-0.2668986862638274,0,-0.14572421199057428
0,0,-0.06944012695287682,1,0.053068159772512766
0,0,-0.1847674858990504,0,-0.10050420581028113
0,0,-0.2548626727123667,0,-0.08112720725267247
0,0,-0.23815384401663392,0,-0.0918761289431489
0,0,-0.23327247155078012,0,-0.10862539583247882
0,0,-0.2115088991362848,0,-0.04437250521995753
0,0,-0.2746402810901595,0,-0.1187942205461971
0,0,-0.26994096765318176,0,-0.1384921583930102
0,0,-0.26744159459649886,0,-0.06592183556980535
0,0,-0.2801169031036444,0,-0.18990794704158404
0,0,-0.2771453126939436,0,-0.11635191554112156
0,0,-0.2733970608842501,0,-0.13523329668219974
0,0,-0.26426256351829464,0,-0.0893717784875881
0,0,-0.2512175054203703,0,-0.09195697172269113
0,0,-0.23867701218066883,0,-0.10014493439626365
0,0,-0.15851900586589446,0,-0.0324781237224912
0,0,-0.24829328637967935,0,-0.07905299753640233
0,0,-0.19949478322303005,0,-0.06675900334056067
0,0,-0.1661158236744244,1,0.009911894668269694
0,0,-0.25758309558169146,0,-0.14246695746279792
0,0,-0.26159290499480403,0,-0.15664002607413335
0,0,-0.21514140059466563,0,-0.04033357885945052
0,0,-0.2292913217905127,0,-0.08040790066344389
0,0,-0.2424956818915508,0,-0.11555430548356088
0,0,-0.2025028488295068,0,-0.048644315469605404
0,0,-0.25099722383421386,0,-0.06846715966441061
0,0,-0.21439759518692442,0,-0.0737089269640345
0,0,-0.25339609821825027,0,-0.06562947970710181
0,0,-0.26409937113913007,0,-0.07608480384096886
0,0,-0.19901031707080807,0,-0.05220383893797989
0,0,-0.282867858593911,0,-0.11667253590740562
0,0,-0.10682021811756415,0,-0.01843027266734476
0,0,-0.2648831645605249,0,-0.10340234486835315
0,0,-0.20546443204700954,0,-0.048235342878862636
0,0,-0.2817051573592822,0,-0.1435175431662879
0,0,-0.2644397023396664,0,-0.102953334760996
0,0,-0.23873188979926452,0,-0.07005411415218779
0,0,-0.22563123975185473,0,-0.028868884531824013
0,0,-0.2574118645046165,0,-0.14252649591032251
0,0,-0.25076914421121554,0,-0.06988124216424121
0,0,-0.2750309431301313,0,-0.09755446126153805
0,0,-0.24321099438884647,0,-0.08932649468556786
0,0,-0.24973385728757147,0,-0.10502265049791049
0,0,-0.24782275276728943,0,-0.039205521211796324
0,0,-0.23559007124388004,0,-0.08450128632963783
0,0,-0.24312857388582987,0,-0.0918680941445037
0,0,-0.28651902682079755,0,-0.10720931359562758
0,0,-0.27245566216677636,0,-0.16062038240331677
0,0,-0.2720781908845852,0,-0.12132229896913432
0,0,-0.25810878555533,0,-0.10105234655381207
0,0,-0.21972523523137127,0,-0.038912053432257565
0,0,-0.27514325462903844,0,-0.10365828649263314
0,0,-0.2552163459194694,0,-0.09074407126678696
0,0,-0.1850355239857318,0,-0.00964322288400199
0,0,-0.22515561615989677,0,-0.07056113595049751
0,0,-0.2123053601526227,0,-0.08719747707035552
0,0,-0.24597312088755685,0,-0.09122565450140552
0,0,-0.2776913420119817,0,-0.11482454214331922
0,0,-0.21594395139388572,0,-0.09086975421271509
0,0,-0.2836849199070039,0,-0.09850301360635833
0,0,-0.26091555552834506,0,-0.06514576150401435
0,0,-0.2819430777735458,0,-0.15616367348912724
0,0,-0.18561579876623419,0,-0.03429588449520457
0,0,-0.2614892194323337,0,-0.15165279523430863
0,0,-0.23840329226671997,0,-0.11740813888161561
0,0,-0.2763155576961719,0,-0.11101517026629149
0,0,-0.25140843535022006,0,-0.11685291316258523
0,0,-0.27380332507042887,0,-0.16589501148277985
0,0,-0.26822269657866704,0,-0.1348116403609637
0,0,-0.23309077407823653,0,-0.07303102007957785
0,0,-0.25006182909418734,0,-0.18551970525314482
0,0,-0.22450704060536608,0,-0.09328308217453657
0,0,-0.2647016160613439,0,-0.059381301739525466
0,0,-0.2239062975960177,0,-0.06776273210492081
0,0,-0.2050978182642384,0,-0.048912290787834545
0,0,-0.28495296469008063,0,-0.14844012596569234
0,0,-0.2501724371078301,0,-0.09510954886627487
0,0,-0.2613945313358323,0,-0.1329957501484249
0,0,-0.233249767846673,0,-0.07720247078621473
0,0,-0.24665904277720213,0,-0.14678534384377961
0,0,-0.2560527713042066,0,-0.14499377703576521
0,0,-0.24283114845526,0,-0.11869154276079175
0,0,-0.2715454440683165,0,-0.15985733425624093
0,0,-0.20200522396078874,0,-0.016887812313858025
0,0,-0.25346240071199866,0,-0.06922916283793701
0,0,-0.2541261771926218,0,-0.17034094437584052
0,0,-0.262250487662785,0,-0.088859016166986
0,0,-0.26938268663510867,0,-0.0944121662193535
0,0,-0.2810518344913106,0,-0.18199262660667948
0,0,-0.2744653331907247,0,-0.1183220172119519
0,0,-0.24951744227837552,0,-0.18369917063491858
0,0,-0.2845521658805854,0,-0.14912835883296
0,0,-0.26192423232465994,0,-0.11032599691321449
0,0,-0.2554244122633579,0,-0.0877716362940471
0,0,-0.28612297680906423,0,-0.1402840644439486
0,0,-0.2427022094310246,0,-0.12003276472508562
0,0,-0.24453160283617703,0,-0.04927602612994669
0,0,-0.2732444663154408,0,-0.18258858037762182
0,0,-0.2705866603522649,0,-0.17374995631933188
0,0,-0.25465736650116266,0,-0.10113390433442082
0,0,-0.21761494413642452,0,-0.13625706927524694
0,0,-0.24183810488791707,0,-0.04895838358685267
0,0,-0.20920052352046659,0,-0.04167426748453765
0,0,-0.27779483884724326,0,-0.11630383819861423
0,0,-0.2198289021049633,0,-0.07426102015524799
0,0,-0.29085338452139736,0,-0.12776979175433856
0,0,-0.2568606828839439,0,-0.11411473047544851
0,0,-0.18242359717874101,0,-0.08076951158290419
0,0,-0.23840248588413965,0,-0.0739672489817037
0,0,-0.24105250634424225,0,-0.07744413454935078
0,0,-0.2264953855066163,0,-0.17170361160588865
0,0,-0.2627495020562934,0,-0.1325413549375813
0,0,-0.1605004826937984,0,-0.041021360686301134
